,Messages,Classe,Similarity
24637,02312176254,13.0,0.8218780624282904
24638,Obrigada,2.0,0.9627894558350756
24641,Ok,4.0,0.9999925679915664
24646,Sou  : Valderlea Andrade Rocha Lima sou do Grupo de Comorbidade ainda não fui chamada.,9.0,0.8094299950835877
24647,"O Marcos esta direto a mim
114230 - JOÃO GENIVALDO CONRADO DE SÁ FILHO",9.0,0.8185549731332011
24653,?,6.0,0.9903489639542571
24674,19751975,13.0,0.8295000729735789
24675,"Bom dia Jeniffer!
Td bem?!",16.0,0.8508246375014537
24676,Luiz Fernando Cuozzo Lemos,9.0,0.8501565592568474
24678,54020794472,13.0,0.8377387001290095
24696,Ok,4.0,0.9999925679915664
24698,????,6.0,0.9330070096650737
24700,Bom dia,11.0,0.9927247826671293
24701,Bom dia,11.0,0.9927247826671293
24704,E 701 do Villagio Maggiore,9.0,0.8414648452301903
24710,Nayane,10.0,0.8353279294640882
24715,Sim,5.0,0.9880873048952942
24716,Sim,5.0,0.9880873048952942
24718,Bom dia,11.0,0.9927247826671293
24734,Bom dia.,11.0,0.8305305066290981
24741,"Bruna Leandro Silva
85 98970-7409
11 99627 6969
brunaleandro@hotmail.com
Unimed multiplan
Já tenho agendamento.para dia 11, porém vcs ficaram de verificar se conseguiam pra uma semana antes",8.0,0.808898121109204
24746,Bom dia,11.0,0.9927247826671293
24747,?,6.0,0.9903489639542571
24751,Ok,4.0,0.9999925679915664
24753,Obrigada,2.0,0.9627894558350756
24760,Oi,3.0,0.9999177003965305
24761,Ok,4.0,0.9999925679915664
24770,Bom dia,11.0,0.9927247826671293
24783,Débito.,16.0,0.8306325110520427
24786,Bom dia,11.0,0.9927247826671293
24790,"Av. Presidente Castelo Branco, 901, Moura Brasil",9.0,0.8861028842192654
24793,Bom dia,11.0,0.9927247826671293
24796,Ok,4.0,0.9999925679915664
24797,Sim,5.0,0.9880873048952942
24801,Oi,3.0,0.9999177003965305
24810,Oi,3.0,0.9999177003965305
24815,Sim,5.0,0.9880873048952942
24818,Gostaria de saber se é possível fazer essa troca de datas de consulta com Dra. Kathiane entre eu e minha amiga?,1.0,0.8197055072975789
24819,Olá,15.0,0.8845560941342169
24822,"Oi, Carla. Bom dia.",16.0,0.8550908560020871
24823,Obrigado,7.0,0.9859162697976918
24824,Cliente Fabio Jose da Costa Lima,9.0,0.8954630706405944
24826,Ok,4.0,0.9999925679915664
24830,Bom dia,11.0,0.9927247826671293
24832,Bom dia,11.0,0.9927247826671293
24834,?,6.0,0.9903489639542571
24836,?,6.0,0.9903489639542571
24837,Bom dia,11.0,0.9927247826671293
24846,?,6.0,0.9903489639542571
24850,Bom dia,11.0,0.9927247826671293
24853,Bom dia,11.0,0.9927247826671293
24869,Ok,4.0,0.9999925679915664
24870,Bom dia,11.0,0.9927247826671293
24875,Boa tarde,12.0,0.9081050786729821
24878,Santa Efigênia,9.0,0.800249705780333
24881,Sim,5.0,0.9880873048952942
24892,?,6.0,0.9903489639542571
24902,Bom dia,11.0,0.9927247826671293
24909,Josuel Junior,9.0,0.8566175664804274
24917,Id 37252,8.0,0.825239035280867
24919,Pode remarcar?,0.0,0.8178055304687899
24922,Obrigada,2.0,0.9627894558350756
24923,Sim,5.0,0.9880873048952942
24926,Centro de São Paulo,9.0,0.8157846559463235
24927,2770,13.0,0.8868327172029593
24928,Sim,5.0,0.9880873048952942
24933,?,6.0,0.9903489639542571
24934,Sim,5.0,0.9880873048952942
24941,Bom dia,11.0,0.9927247826671293
24943,Bom dia,11.0,0.9927247826671293
24948,"E em nota separada .. pode mandar essa escova e uma pasta do Simpsons .. 
A pasta pode ser usada em criança de 1 ano e meio ?",1.0,0.8268785312873213
24953,Certo,19.0,0.989127781057761
24961,"Olá bom dia. 
Sou o Jefferson motoboy da J3 Flex.
Quero saber se tem alguma retirada para fazer hoje?
Por favor confirmar até meio dia, caso contrário não conseguiremos passar",17.0,0.812715172484441
24966,?,6.0,0.9903489639542571
24976,?,6.0,0.9903489639542571
24980,11959351779,13.0,0.8799971541316602
24991,Bom dia Israel,11.0,0.8610687077286805
24992,Preciso de um boleto atualizado para pagamento,14.0,0.8554200031252559
24997,Bom dia,11.0,0.9927247826671293
25004,1138359,13.0,0.8860831408266729
25007,Eu liguei mais cedo e fui informada que quando é sem contraste não precisa marcar,17.0,0.8021119426769514
25010,Bom dia João Paulo,9.0,0.8128648866807608
25013,Ok,4.0,0.9999925679915664
25025,Ok,4.0,0.9999925679915664
25026,11965026306,13.0,0.9153194149262608
25028,Certo,19.0,0.989127781057761
25034,Bom dia,11.0,0.9927247826671293
25035,09791985693,13.0,0.8035761945880219
25043,Financeiro,10.0,0.8044149816856587
25050,Rua Idalina Fernandes cavalheiro,9.0,0.8494811487145177
25053,?,6.0,0.9903489639542571
25054,1582 477 514,13.0,0.8935210843532823
25057,"O PEDIDO 1138168, DE
IVONETE DE SOUSA. 

FOI FEITO O PAGAMENTO DO FRETE COMO DIA ACORDO COM A COTAÇÃO FEITS ONTEM.",9.0,0.8375551827546616
25059,?,6.0,0.9903489639542571
25064,Bom dia,11.0,0.9927247826671293
25068,"Rua São Simão, 703 
Mega park",9.0,0.8906484176550371
25071,Sim,5.0,0.9880873048952942
25072,Confirmado então. Ficamos no aguardo. Obrigada.,16.0,0.8256892997762146
25074,05995664425,13.0,0.8117457096893532
25076,Obrigada,2.0,0.9627894558350756
25081,Bom dia!,11.0,0.8556470712669926
25082,"Rosane Almeida Bispo 
rosanealmeida.b@hotmail.com",9.0,0.8331353750484578
25085,"Bom dia, infelizmente não vou poder comparecer pq não peguei o atestado médico e não estou achando minhas receitas do aerolin, remédio que eu uso quando tenho minha crises de Asma, estou providenciando e o mais breve possível tento o contato.",14.0,0.8042504026362702
25100,Bom dia,11.0,0.9927247826671293
25109,Bom dia.,11.0,0.8305305066290981
25114,Bom dia,11.0,0.9927247826671293
25121,Ok,4.0,0.9999925679915664
25122,Juliana Montanha Martins,9.0,0.822945255820989
25127,Bom dia,11.0,0.9927247826671293
25128,01069729523,13.0,0.8528877711600847
25134,Oi,3.0,0.9999177003965305
25139,Sim,5.0,0.9880873048952942
25140,Bom dia,11.0,0.9927247826671293
25144,Tá ótimo esse horário. Já posso confirmar.??,16.0,0.8163444608689058
25147,Id 37252 Josuel Junior,9.0,0.8715012848237664
25149,Cadê?,16.0,0.8288540002276277
25153,Bom dia,11.0,0.9927247826671293
25162,Vivian Souza de Almeida Carvalho,9.0,0.8024614278786947
25166,Oi,3.0,0.9999177003965305
25185,Ok,4.0,0.9999925679915664
25198,Obrigada,2.0,0.9627894558350756
25201,"Mande ele novamente por favor que esqueci de pagar sexta.
E o boleto não consegui reutilizar",17.0,0.8147561677517627
25218,Ok,4.0,0.9999925679915664
25229,Bom dia,11.0,0.9927247826671293
25239,Bom dia,11.0,0.9927247826671293
25242,5,13.0,0.8520622415298768
25244,Ok,4.0,0.9999925679915664
25246,Ok,4.0,0.9999925679915664
25248,Bom dia,11.0,0.9927247826671293
25253,Tamanho GG,9.0,0.8317552336518033
25254,Certo,19.0,0.989127781057761
25256,Ok,4.0,0.9999925679915664
25257,Bom dia!,11.0,0.8556470712669926
25261,Edilene Santos Cardeal Moreira,9.0,0.8854401031088345
25263,Compacto?,16.0,0.8352784166415321
25268,86567616253,13.0,0.8158261741184818
25270,Ok,4.0,0.9999925679915664
25271,Bom dia,11.0,0.9927247826671293
25274,85999137613,13.0,0.8695021416898228
25277,15101572713,13.0,0.8910079688992514
25280,Bom dia,11.0,0.9927247826671293
25283,Maria Evilene Couto Santos,9.0,0.872823037827325
25290,Sério???,6.0,0.8731594840304486
25297,José Osmar Machado Pimentel Jr,9.0,0.8858678257975954
25299,Bom dia,11.0,0.9927247826671293
25300,"Olá, gostaria de mais informações:

*Vital Honey Masculino - Melzinho do Amor - Sachê Com 10g*
*Valor:* R$39,90
*URL:* https://sabordapele.com.br/produto/vital-honey-masculino-melzinho-do-amor-sache-com-10g/

Obrigado",9.0,0.8553994332185205
25301,Oi,3.0,0.9999177003965305
25308,Ok,4.0,0.9999925679915664
25309,"Bom dia, Carol! Sou o Danilo Timbó de Sousa, aluno do 10° semestre de Direito da FLF.

No dia 05 desse mês enviei um e-mail para a faculdade com os certificados das atividades complementares, para que fossem contabilizadas. Recebi um e-mail resposta automático que informava uma prazo de 15 dias para dar a resposta, mas se passaram 20 dias e ainda não tive um retorno.",14.0,0.8244682743393887
25310,Ok,4.0,0.9999925679915664
25321,Ok,4.0,0.9999925679915664
25327,estou bem sim obrigada. - 1 cx copos de agua -8 cx de papel de mao - 3cx lencol hospitalar  - 1 cx papel higienico  pedra sanitaria 12 3 galao de agua sanitaria 2 galao desinfetante 2 bom ar  saco de lixo grande e pequeno branco,8.0,0.8225639091444167
25328,971730485,13.0,0.8846886962590237
25338,"Estou precisando do Blend  antimicotico. Qual o preço,  a forma de pagamento e entrega?",14.0,0.8154837713363068
25347,Sim,5.0,0.9880873048952942
25350,Preciso marcar um retorno pra quinta-feira com o doutor Antonio Emídio,14.0,0.8170357295859118
25360,Pessoal bom dia . Aqui é  o Djalma da Lock containers. Queria avisar aos fornecedores que tem um cara aplicando GOLPE em nome da MRV eu quase tomei um prejuízo de 2 containers. Estão alugando é comprando equipamentos em várias lojas de Montes Claros. O pessoal que entrou em contato comigo disse que tem aparecido muita gente aí no prejuízo,14.0,0.8327560911320829
25361,"[CONTATO]
Nome: Eloisa Master Foods
Telefones:
	- +55 11 95675-3879 


",9.0,0.8043321918153961
25366,Olá???,6.0,0.8727099877959232
25374,Bom dia,11.0,0.9927247826671293
25375,Bom dia .,11.0,0.8305305066290981
25385,"Palavra do dia 25/05/2021

*_""A Graça de DEUS te completa!""_*

*Mas ELE me respondeu: “A minha graça é tudo o que você precisa, pois o MEU poder é mais forte quando você está fraco.”*
2 Corintios 12:9
Por: Michelle Coutinho

Quem gosta de passar por momentos de dificuldades? Quem gosta de passar pelo deserto?
Mas se formos parar para pensar, os momentos em que mais aprendemos e mais crescemos forma os dias no deserto. Os momentos de deserto nos fazem orar mais, nos fazem buscar mais a DEUS. Sabe por quê? Porque o poder de DEUS começa a agir em nós, porque acabamos percebendo que não somos autossuficientes.

Para sermos melhores e mais fortes, teremos que passar pela provação. Mas saiba o deserto não é lugar para se morar, o deserto é lugar de passagem.
DEUS está aperfeiçoando você para que quando o seu milagre acontecer, seja emocionante, seja incrível!
Confie, DEUS não perde o controle! Deixe DEUS moldar você!
Nos meus momentos de deserto eu costumo dizer: *“PAI eu não sei o que o SENHOR está fazendo, mas por favor não pare até que eu seja quem TU queres! Faça o que for preciso, só não abra mão de mim!”_

DEUS é a sua força, o seu deserto vai passar e você vai contar para todo mundo o quanto você cresceu e o quanto DEUS fez na sua vida!
DEUS não demora, ELE capricha!

*DEUS ESTÁ CUIDANDO DE VOCÊ!*

VAMOS ORAR?
*“PAI, segura em minhas mãos, não me deixes desistir, não me deixes renunciar à SUA promessa. Aperfeiçoa o SEU poder em mim, me faça mais forte, me faça crescer em TI. Eu acredito, eu confio que o melhor do SENHOR está por vir sobre a minha vida! Minhas necessidades estão todas diante de TI, eu vou confiar, eu vou descansar. Em nome de JESUS eu oro, Amém!”

Tenha um dia abençoado na presença do nosso *SENHOR JESUS CRISTO!!!(SJS )*",17.0,0.8512635666616216
25393,024 537 593 70,13.0,0.8360007397964999
25401,José plácido Gonçalves Jr,9.0,0.806553489252335
25410,O nome dela é ROSYMEIRE DE SOUZA Simões  MAXIMIANO,9.0,0.8502740809582863
25411,Bom dia,11.0,0.9927247826671293
25419,Sim,5.0,0.9880873048952942
25421,Maria Willmaria Pereira Silva,9.0,0.8344583620332615
25422,?,6.0,0.9903489639542571
25429,?¿??,6.0,0.902921647510643
25436,Sim,5.0,0.9880873048952942
25438,Obrigada,2.0,0.9627894558350756
25441,Ok,4.0,0.9999925679915664
25444,00895420295,13.0,0.8318989636617131
25445,Ok,4.0,0.9999925679915664
25448,Ok,4.0,0.9999925679915664
25450,MAIS E ESSA QUE EU DEI ENTRADA HOJE REFERENTE AS QUE DEVOLVI,9.0,0.8239798191019303
25451,Obrigado,7.0,0.9859162697976918
25453,Bom dia,11.0,0.9927247826671293
25461,Bom dia,11.0,0.9927247826671293
25478,Sim,5.0,0.9880873048952942
25485,Bom dia Gabriel,11.0,0.8311415667258998
25495,Ok,4.0,0.9999925679915664
25496,"Eu sei com.foi no BMG. 
Mas agora estou no banco e não consigo ver  a proposta. Inclusive já até recebi a comissão",17.0,0.8277154452869406
25497,Impressão borrada. E quando Imprimimos em quantidade. Faz uma orelha na folha em uma das bordas,1.0,0.8050000811308664
25499,Ok,4.0,0.9999925679915664
25504,Eu trabalho no colégio Queiroz Belém e um responsável financeiro vai tirar o nome dele do protesto com vocês.,14.0,0.8835521940879197
25507,???,6.0,0.9517508450308584
25510,???,6.0,0.9517508450308584
25515,Bom dia,11.0,0.9927247826671293
25518,Ok,4.0,0.9999925679915664
25520,????,6.0,0.9330070096650737
25524,Bom dia,11.0,0.9927247826671293
25529,Kk,4.0,0.8029325107151339
25531,08762381776,13.0,0.8514903862475751
25534,Sim,5.0,0.9880873048952942
25541,Ok,4.0,0.9999925679915664
25545,Janaína Bersot,9.0,0.8861403805078364
25550,Sim,5.0,0.9880873048952942
25551,OK ACABEI DE FAZER ISSO,9.0,0.8052880120381981
25553,Sim,5.0,0.9880873048952942
25557,Ok,4.0,0.9999925679915664
25558,2717,13.0,0.8914050197909602
25562,Oie! É mesmo? Que horas?,16.0,0.8156178866552024
25566,Oi,3.0,0.9999177003965305
25567,Obrigada,2.0,0.9627894558350756
25570,"Rua Francisco Pereira de Araújo 
2102
Centro 
Cascavel-Ce",9.0,0.8904002134729246
25587,2717,13.0,0.8914050197909602
25588,Pode ser sim. Vc não teria um horário um pouco mais tarde não?? Se não tiver pode ser esse mesmo é que ela tem 92 anos e esse horário é muito cedo para ela.,18.0,0.8049751379752562
25599,Destrito Santa fé,9.0,0.8274296463863726
25605,08932734909,13.0,0.8657403519903252
25606,Bom dia,11.0,0.9927247826671293
25609,Dia 2,8.0,0.8114244204165431
25612,Pode falar,0.0,0.8706427078463788
25629,Olá,15.0,0.8845560941342169
25634,Obrigado,7.0,0.9859162697976918
25636,997.844.723-00,8.0,0.8630805844485113
25643,Olá,15.0,0.8845560941342169
25645,Ana Danielle Pinheiro de Paiva,9.0,0.8660724901259446
25656,?,6.0,0.9903489639542571
25658,Maravilha!!!,16.0,0.830059787366972
25665,12,13.0,0.9066439044968387
25668,"João Henrique Cabral Gonçalves 
henriquemarquiolli@gmail.com
31 992079887",9.0,0.8055360113083305
25672,Alguém???,6.0,0.869890656786239
25673,936377717,13.0,0.8432058875136363
25681,Sim,5.0,0.9880873048952942
25686,Rsrs,10.0,0.8342274729282368
25692,Bom dia,11.0,0.9927247826671293
25698,Olá,15.0,0.8845560941342169
25708,Ok,4.0,0.9999925679915664
25717,Obrigado,7.0,0.9859162697976918
25718,Ok,4.0,0.9999925679915664
25730,Bom dia,11.0,0.9927247826671293
25731,Obrigada,2.0,0.9627894558350756
25732,???,6.0,0.9517508450308584
25735,Bom dia,11.0,0.9927247826671293
25737,"Nicolas Emanuel Moreira Alves
08.02.2015",9.0,0.8629864564870717
25741,"Carolina Stephanie de Freitas Silva 
Rua raul Tabajara jardim Santa Rosa 37 
11948511160",9.0,0.9364032456377183
25762,Marcus Vinicius Dantas Nóbrega,9.0,0.896270706948364
25764,Ok,4.0,0.9999925679915664
25767,Tem Curso Disponível,9.0,0.8361412086476092
25769,Sim,5.0,0.9880873048952942
25771,"O que ocorre: meu computador tem 6 meses. No domingo ele começou a desligar sozinho. Agora nem ligando mais ele tá. Ele aparece aquele logotipo do windows mas quando vai iniciar, desliga. Eu achei um termo de garantia de vocês aqui, então conclui que vocês seriam a autorizada deles?",17.0,0.8002918113590826
25774,2,13.0,0.9228572756673731
25780,Obrigada,2.0,0.9627894558350756
25781,Bom dia ontem eu fui lá para me vacinar vocês me mandaram uma mensagem dizendo que era ontem para mim ir lá ontem se vacinar mas eu chegar lá não deu certo por causa que não é o dia do pessoal da área da saúde tem como vocês remarcar para outro dia,17.0,0.8276018320612771
25784,Bom dia,11.0,0.9927247826671293
25788,Ok,4.0,0.9999925679915664
25789,Obrigada,2.0,0.9627894558350756
25795,Ok,4.0,0.9999925679915664
25796,Ok,4.0,0.9999925679915664
25813,Negativo,10.0,0.8524566762184179
25817,Ok,4.0,0.9999925679915664
25822,Bom dia,11.0,0.9927247826671293
25823,Ok! Obrigado!,16.0,0.8777958943583832
25829,Ok,4.0,0.9999925679915664
25831,Bom dia,11.0,0.9927247826671293
25838,"Rua Maria Tomasia, 395 apto 1001 
Bairro: Aldeota
CEP: 60.150-170",9.0,0.8143805860936398
25848,Bom dia,11.0,0.9927247826671293
25851,?,6.0,0.9903489639542571
25853,Oi,3.0,0.9999177003965305
25857,Esses aí vou ainda pagar . Mas tem uma foto aqui no sistema que consta 5,17.0,0.8231363679306651
25860,Bom dia,11.0,0.9927247826671293
25862,Ahh,10.0,0.8015058521121263
25863,Kk,4.0,0.8029325107151339
25864,"Oi, bom dia.
Eu queria um cronograma de estudo para o curso de técnico em eletrônica.",14.0,0.8157093298286393
25865,Sim,5.0,0.9880873048952942
25873,Obrigada,2.0,0.9627894558350756
25875,Certo,19.0,0.989127781057761
25890,Bom dia,11.0,0.9927247826671293
25893,15721,13.0,0.9125936749643861
25895,Não tem horário para amanhã mais cedo,18.0,0.8098664195066327
25897,Ok,4.0,0.9999925679915664
25901,Oi,3.0,0.9999177003965305
25905,70593522281,13.0,0.8638484017936525
25907,Tb,10.0,0.8063426375141599
25910,Olá,15.0,0.8845560941342169
25922,"Maria Herbene da Silva 
Cpf: 009.564.323-01",9.0,0.82536759729923
25926,Bom dia,11.0,0.9927247826671293
25933,Ok,4.0,0.9999925679915664
25947,?,6.0,0.9903489639542571
25948,Olá,15.0,0.8845560941342169
25949,1,13.0,0.9225807665146257
25956,Ok,4.0,0.9999925679915664
25962,Ok,4.0,0.9999925679915664
25974,Retorno,10.0,0.8627706073131705
25975,Pq não é uma dívida alta em relação ao valor do imóvel,1.0,0.8124746672454852
25985,?,6.0,0.9903489639542571
25989,?,6.0,0.9903489639542571
25990,"Obrigada.
Pois está ficando cada vez mais difícil pois senão conseguirmos arrumar emprego não sei como vamos conseguir guitar prestação de judicial.",17.0,0.8024837444128166
25991,Obrigada,2.0,0.9627894558350756
25998,"Ok.
Amanhã, mando comprovante.
Obrigada!",16.0,0.8823998275658805
26002,Olá,15.0,0.8845560941342169
26003,Sim,5.0,0.9880873048952942
26004,???,6.0,0.9517508450308584
26007,29505444877,13.0,0.8800465045111955
26010,Tênis Puma St Runner V2 Mesh V PS - Infantil,9.0,0.8958053725490207
26015,Oi,3.0,0.9999177003965305
26025,Bom dia,11.0,0.9927247826671293
26029,Obrigado,7.0,0.9859162697976918
26030,3,13.0,0.9309000111928037
26038,?????,6.0,0.9192450024273495
26047,Bom dia!,11.0,0.8556470712669926
26051,?,6.0,0.9903489639542571
26061,Sim,5.0,0.9880873048952942
26063,Bom dia,11.0,0.9927247826671293
26066,Sim,5.0,0.9880873048952942
26069,??,6.0,0.9738372424132666
26096,Oi  bom dia eu gostaria de saber de vocês hje não seria o último pagamento do dinheiro do artigo 29 entao fui no caixa eletrônico terei o saldo mas não tem nda,14.0,0.8567567131530746
26103,Bom dia,11.0,0.9927247826671293
26108,Sim,5.0,0.9880873048952942
26109,Sim,5.0,0.9880873048952942
26112,Obrigado,7.0,0.9859162697976918
26113,"EU RECEBI, TUDO OK POREM NO SISTEMA NÃO PARECE A REMESSA PRA MIM",9.0,0.8484957733120962
26115,Ok,4.0,0.9999925679915664
26116,Ok,4.0,0.9999925679915664
26122,Cassia Camila Azevedo Lima Mesquita,9.0,0.8969450245962891
26124,Ok,4.0,0.9999925679915664
26126,"Weslley Matheus de Oliveira Martins
weslleyoliveiram2014@gmail.com 
31993576944",9.0,0.8182273814243041
26129,"Tenho um menino de 11
Uma menina de 5
E uma menina de 2 anos",8.0,0.8157843964882066
26132,Obrigada,2.0,0.9627894558350756
26135,Marcado,7.0,0.8649121535143123
26147,Zebra,10.0,0.8494623935986079
26148,Bom dia,11.0,0.9927247826671293
26156,Emanuelle Coelho,9.0,0.8468987269237227
26159,Financeiro,10.0,0.8044149816856587
26169,Médico Dr. Edvaldo,9.0,0.8007079908488175
26175,Ok,4.0,0.9999925679915664
26177,.,6.0,0.9528993961538452
26178,Ok,4.0,0.9999925679915664
26179,Ok,4.0,0.9999925679915664
26180,4,13.0,0.8569259173317467
26183,Sim,5.0,0.9880873048952942
26184,.,6.0,0.9528993961538452
26185,Oi,3.0,0.9999177003965305
26190,Bom dia,11.0,0.9927247826671293
26199,Sim,5.0,0.9880873048952942
26210,Olá,15.0,0.8845560941342169
26213,Oi,3.0,0.9999177003965305
26220,???,6.0,0.9517508450308584
26223,Bom dia,11.0,0.9927247826671293
26229,????,6.0,0.9330070096650737
26230,?,6.0,0.9903489639542571
26231,Ok,4.0,0.9999925679915664
26234,Obrigada,2.0,0.9627894558350756
26236,39637905200,13.0,0.8788172737492566
26239,Bom dia Janaína,11.0,0.8437689371996591
26240,Ok,4.0,0.9999925679915664
26241,??,6.0,0.9738372424132666
26244,Ok,4.0,0.9999925679915664
26250,Bom dia,11.0,0.9927247826671293
26254,Oi,3.0,0.9999177003965305
26257,"Queria saber se esta tudo ok para o envio dos pedidos.
Pois o agrupamento foi fechado dia 21",14.0,0.8469453125805859
26261,"Desses itens vou ter apenas o Oleo de Girassol R$ 27,00 lt/ minimo 1 lt",8.0,0.8018734747283032
26267,Bom dia Alexandre,11.0,0.8462013335493674
26277,Tmjj,10.0,0.8461792667468684
26281,?,6.0,0.9903489639542571
26292,Sim,5.0,0.9880873048952942
26294,Bom dia,11.0,0.9927247826671293
26295,MAIS NÃO APARECE PRA MIM ESSAS REMASSAS POR ISSO SO CONFIRMEI A QUE ESTAVA APAECENDO,9.0,0.862624380438909
26298,João qunta mentira sobre o desimo. tá liberado esse vagabundo desse presidente manda esse feik e você manda pra os coitado dos aposentado,14.0,0.8215380487180692
26306,Ok,4.0,0.9999925679915664
26309,Ok,4.0,0.9999925679915664
26313,Bom dia,11.0,0.9927247826671293
26328,Bom dia Leonardo.,11.0,0.8144118694472527
26333,Oi,3.0,0.9999177003965305
26335,"Olá bom dia!! E a Michelle Victoria! 
Hoje eu tenho consulta vc pode me confirmar o horário pfvr!?",16.0,0.805714791461305
26336,Sim,5.0,0.9880873048952942
26342,Ok,4.0,0.9999925679915664
26343,"Bom dia
No momento ñ estou interessado",11.0,0.8292374302420926
26345,"Onde fizeram o exame? Eu fiz ontem na Pasteur e deu negativo, mas já estou começando a desconfiar kkkkkk",17.0,0.8199004452163818
26346,"NOME- JOÃO GENIVALDO CONRADO DE SÁ FILHO

ID: 114230",9.0,0.8213203910767304
26351,?,6.0,0.9903489639542571
26353,Obrigada,2.0,0.9627894558350756
26355,Claro!,16.0,0.8512205159221538
26356,?,6.0,0.9903489639542571
26359,Sim,5.0,0.9880873048952942
26368,Oi,3.0,0.9999177003965305
26369,Obrigado,7.0,0.9859162697976918
26370,Sim,5.0,0.9880873048952942
26378,"NOME- JOÃO GENIVALDO CONRADO DE SÁ FILHO

ID: 114230",9.0,0.8213203910767304
26379,Ok,4.0,0.9999925679915664
26380,73 998220862,13.0,0.9111851494810397
26383,?????,6.0,0.9192450024273495
26385,?,6.0,0.9903489639542571
26387,"[CONTATO]
Nome: Gustavo Melo SP
Telefones:
	- +55 11 99269-0962 


",9.0,0.8184890657557987
26403,Obrigado,7.0,0.9859162697976918
26405,Bom dia,11.0,0.9927247826671293
26406,1576578783,13.0,0.9113417830829429
26413,Ok,4.0,0.9999925679915664
26416,"Ahhh, certo! Ok então! Muito obrigado.",16.0,0.8731850967674503
26420,Vamos fazer sim passei a fatura pra o setor de pagamento nosso aqui eles vão fazer o depósito com serteza é que temos a agenda pra depositar com a tesouraria ....mas vamos sim agora se a fatura for cancelada aí não tem como eles deposita .....mas vou ver com o setor de finanças👍🏻,17.0,0.8282661933617128
26421,Ok,4.0,0.9999925679915664
26422,34161274807,13.0,0.885782819277142
26423,Bom dia,11.0,0.9927247826671293
26429,Bom dia,11.0,0.9927247826671293
26432,Obrigada,2.0,0.9627894558350756
26445,Carla Fabiana Moreira de sousa,9.0,0.8223544269532723
26446,Sim,5.0,0.9880873048952942
26449,6035,13.0,0.8267596837736055
26453,Ok,4.0,0.9999925679915664
26454,José Valério Andrade Uchôa,9.0,0.9028066491018153
26461,Sim,5.0,0.9880873048952942
26465,Obrigada,2.0,0.9627894558350756
26468,Olá Litoral Comfort | Locação de Imóveis de Alto Padrão | Litoral Norte!,9.0,0.896773779188428
26471,"Bom dia 
Gostaria de saber sobre a lista do alimento solidario 
Meu nome não está na lista do vazame",14.0,0.8234851973715573
26477,Perdão,10.0,0.8495333536732692
26482,Bom dia,11.0,0.9927247826671293
26485,Bom dia,11.0,0.9927247826671293
26488,Bmg,10.0,0.8275666370617164
26497,"estou em casa e estou trabalhando remoto, mas acho que o contabil nao esta atualizo pq o balancete nao sai as contas analiticas podem ver para mim",17.0,0.8072506852090549
26500,?,6.0,0.9903489639542571
26516,Obrigado,7.0,0.9859162697976918
26522,Ok,4.0,0.9999925679915664
26523,98916734215,13.0,0.8202151216762814
26539,?,6.0,0.9903489639542571
26547,Ok,4.0,0.9999925679915664
26548,Gostaria de solicitar a receita da minha cachorrinha que ficou internada de sexta pra sábado ai,1.0,0.8103999396255928
26549,Consulta com Dr. Francisco Adailton Braga,9.0,0.880898770467909
26551,??,6.0,0.9738372424132666
26553,Ok,4.0,0.9999925679915664
26556,"Eu espero que seja só uns instantes mesmo porque o atendimento de vocês é péssimo! 
Quero saber como está minha matrícula. Quanto tempo eu tenho se reabri agora 
Meu nome é Sheryda Lorrayna dos Santos 
Cpf 02894079311",17.0,0.8024357547281662
26558,Bom dia,11.0,0.9927247826671293
26560,Bom dia Caroline,11.0,0.8218026787135724
26569,Bom dia,11.0,0.9927247826671293
26571,08786513656,13.0,0.8735322091425716
26573,Obrigado,7.0,0.9859162697976918
26576,Bom dia,11.0,0.9927247826671293
26578,????,6.0,0.9330070096650737
26587,Bom dia,11.0,0.9927247826671293
26588,Caucaia Ce,9.0,0.85056932823994
26591,Rua Haroldo Ramos de Freitas,9.0,0.8269424735550458
26592,Gostaria de solicitar a receita da minha cachorrinha que ficou internada de sexta pra sábado ai,1.0,0.8103999396255928
26593,Ok,4.0,0.9999925679915664
26601,Bom dia,11.0,0.9927247826671293
26606,03404004205,13.0,0.8853176893483148
26609,"Um dos refin tem 
1159,67
50,00
107,09",8.0,0.8012862687246949
26610,Bom dia,11.0,0.9927247826671293
26613,Obrigado,7.0,0.9859162697976918
26623,Bom dia alice,11.0,0.8685615015697855
26625,Opa bom dia,11.0,0.8150606670633389
26635,1268,13.0,0.8940940751307643
26641,Ok,4.0,0.9999925679915664
26643,Eu concluí o curso em eletrotécnica e o TCC já foi aprovado. Gostaria de saber se já consigo solicitar meu registro no CFT,17.0,0.825854874844167
26648,44550880910,13.0,0.8793367198059077
26653,1,13.0,0.9225807665146257
26660,Ok,4.0,0.9999925679915664
26661,Bom dia ok confirmado,11.0,0.8024256063897979
26674,3,13.0,0.9309000111928037
26683,Paulo,10.0,0.8591657991326764
26684,Sim,5.0,0.9880873048952942
26685,Obrigado,7.0,0.9859162697976918
26691,João Paulo Ramos Evangelista,9.0,0.9008747892358618
